Instituto Nacional para el Federalismo y el Desarrollo Municipal

Base de datos de Índice de Marginación 2015

estado,municipio,cve_inegi,id_estado,id_municipio,porc_15ymas_analfabeta,porc_15ymas_sinprim,porc_ocu_viv_sindres,porc_ocu_viv_sinel,porc_ocu_viv_sinagua,porc_ocu_viv_hacin,porc_ocu_viv_pisotierra,porc_loc_menor5k,porc_pocu_2sm,indice_marginacion,grado_marginacion,lugar_estatal,lugar_nacional
"Oaxaca","San Francisco Logueche","20146","20","146","22.96","36.28","1.08","1.72","19.56","57.52","16.51","100.00","62.56","1.08500","A","175","353"
"Oaxaca","San Francisco Nuxaño","20147","20","147","13.06","35.32","0.28","0.55","20.17","38.74","6.63","100.00","80.00","0.48700","A","319","730"
"Oaxaca","San Francisco Ozolotepec","20148","20","148","22.39","44.12","0.57","4.23","2.47","57.83","16.86","100.00","76.22","1.24700","MA","135","281"
"Oaxaca","San Francisco Sola","20149","20","149","18.15","42.19","5.43","8.26","7.91","49.52","28.25","100.00","54.29","1.27100","MA","125","262"
"Oaxaca","San Francisco Telixtlahuaca","20150","20","150","4.91","17.84","2.16","2.08","8.52","36.63","7.91","10.72","37.09","-0.80700","B","539","1891"
"Oaxaca","San Francisco Teopan","20151","20","151","17.17","42.80","11.76","0.31","6.19","32.63","15.17","100.00","41.77","0.40900","A","338","792"
"Oaxaca","San Francisco Tlapancingo","20152","20","152","27.55","52.84","3.75","2.18","37.98","44.71","30.35","100.00","56.11","1.72300","MA","44","114"
"Oaxaca","San Gabriel Mixtepec","20153","20","153","11.85","29.54","1.45","3.56","3.73","54.41","11.34","100.00","63.61","0.48500","A","320","731"
"Oaxaca","San Ildefonso Amatlán","20154","20","154","17.93","46.30","0.83","1.83","2.37","44.70","11.41","100.00","50.49","0.54300","A","297","679"
"Oaxaca","San Ildefonso Sola","20155","20","155","15.35","37.94","3.76","13.40","45.18","48.87","13.99","100.00","67.92","1.54700","MA","71","162"
"Oaxaca","San Ildefonso Villa Alta","20156","20","156","10.65","38.91","0.51","0.27","1.00","24.95","10.62","100.00","55.14","-0.09400","M","460","1246"
"Oaxaca","San Jacinto Amilpas","20157","20","157","3.22","8.89","0.18","0.37","1.83","21.18","3.42","0.00","29.72","-1.58900","MB","568","2377"
"Oaxaca","San Jacinto Tlacotepec","20158","20","158","18.61","44.20","1.20","2.68","5.40","48.27","18.58","100.00","75.53","1.02500","A","189","383"
"Oaxaca","San Jerónimo Coatlán","20159","20","159","13.68","38.05","3.11","5.98","17.93","58.51","17.65","100.00","79.51","1.26600","MA","127","266"
"Oaxaca","San Jerónimo Silacayoapilla","20160","20","160","12.15","36.16","5.68","1.08","3.09","38.52","2.80","100.00","66.24","0.18300","A","403","1007"
"Oaxaca","San Jerónimo Sosola","20161","20","161","10.70","31.76","1.47","3.38","25.71","38.08","21.14","100.00","73.55","0.75900","A","241","518"
"Oaxaca","San Jerónimo Taviche","20162","20","162","11.08","28.94","11.53","3.77","57.86","67.54","16.89","100.00","57.61","1.42900","MA","97","206"
"Oaxaca","San Jerónimo Tecóatl","20163","20","163","28.22","48.32","1.01","4.47","7.67","44.54","15.53","100.00","77.22","1.30400","MA","119","252"
"Oaxaca","San Jorge Nuchita","20164","20","164","27.68","47.69","3.47","1.37","2.78","35.38","6.33","100.00","81.10","0.87200","A","215","452"
"Oaxaca","San José Ayuquila","20165","20","165","14.65","36.39","20.93","0.86","2.52","50.63","2.66","100.00","77.93","0.73600","A","247","535"
"Oaxaca","San José Chiltepec","20166","20","166","12.81","29.33","2.07","1.92","3.00","29.50","6.31","100.00","67.58","0.00800","M","444","1158"
"Oaxaca","San José del Peñasco","20167","20","167","9.14","34.01","0.39","5.32","19.00","48.71","50.61","100.00","53.52","1.27700","MA","122","257"
"Oaxaca","San José Estancia Grande","20168","20","168","17.19","37.10","13.88","6.52","3.02","34.64","8.40","100.00","61.99","0.63500","A","278","618"
"Oaxaca","San José Independencia","20169","20","169","28.21","49.01","0.47","11.02","72.84","52.43","44.16","100.00","60.39","2.74800","MA","7","21"
"Oaxaca","San José Lachiguiri","20170","20","170","35.06","54.87","2.26","5.31","54.33","48.35","27.89","100.00","57.14","2.21600","MA","16","48"
"Oaxaca","San José Tenango","20171","20","171","39.07","57.08","2.10","16.02","80.62","58.61","52.27","100.00","74.75","3.80800","MA","1","7"
"Oaxaca","San Juan Achiutla","20172","20","172","14.78","31.13","0.27","3.99","3.46","22.45","3.99","100.00","79.61","0.10400","A","421","1078"
"Oaxaca","San Juan Atepec","20173","20","173","10.39","26.28","0.75","0.83","1.58","30.82","36.15","100.00","79.69","0.53700","A","298","682"
"Oaxaca","Ánimas Trujano","20174","20","174","3.07","13.60","0.05","0.20","3.70","27.76","4.44","100.00","34.00","-0.94600","B","550","2003"
"Oaxaca","San Juan Bautista Atatlahuca","20175","20","175","18.84","38.95","0.82","0.76","25.39","35.31","7.01","100.00","74.62","0.65400","A","274","608"
"Oaxaca","San Juan Bautista Coixtlahuaca","20176","20","176","8.25","30.48","2.83","8.94","29.36","40.92","15.30","100.00","67.08","0.81100","A","227","482"
"Oaxaca","San Juan Bautista Cuicatlán","20177","20","177","10.27","29.60","1.83","0.30","4.98","38.33","19.30","100.00","62.92","0.25000","A","384","945"
"Oaxaca","San Juan Bautista Guelache","20178","20","178","2.34","11.55","1.15","1.25","17.51","29.42","9.43","100.00","36.90","-0.64700","B","528","1744"
"Oaxaca","San Juan Bautista Jayacatlán","20179","20","179","11.81","37.85","1.30","2.61","3.98","39.69","14.65","100.00","76.66","0.55300","A","295","673"
"Oaxaca","San Juan Bautista Lo de Soto","20180","20","180","15.17","32.92","9.68","1.12","5.01","38.93","6.07","100.00","55.38","0.24100","A","387","955"
"Oaxaca","San Juan Bautista Suchitepec","20181","20","181","9.14","39.26","5.91","5.23","3.41","29.14","15.53","100.00","77.48","0.53300","A","300","685"
"Oaxaca","San Juan Bautista Tlacoatzintepec","20182","20","182","29.98","49.79","0.23","2.02","14.48","35.94","11.79","100.00","56.00","0.93400","A","202","426"
"Oaxaca","San Juan Bautista Tlachichilco","20183","20","183","20.64","41.08","0.94","3.18","49.67","38.24","8.78","100.00","86.41","1.27200","MA","124","260"
"Oaxaca","San Juan Bautista Tuxtepec","20184","20","184","7.14","22.04","2.37","1.27","9.10","31.04","7.33","34.64","47.55","-0.60700","B","522","1705"
"Oaxaca","San Juan Cacahuatepec","20185","20","185","10.24","26.48","4.04","2.65","6.67","42.04","11.76","100.00","54.78","0.16600","A","404","1016"
"Oaxaca","San Juan Cieneguilla","20186","20","186","19.35","41.58","2.76","0.55","0.92","26.71","11.23","100.00","55.22","0.23200","A","389","963"
"Oaxaca","San Juan Coatzóspam","20187","20","187","30.36","51.97","2.24","3.96","11.78","50.20","7.59","100.00","90.33","1.51600","MA","80","177"
"Oaxaca","San Juan Colorado","20188","20","188","23.48","38.61","3.41","10.04","12.94","46.83","21.96","41.43","61.57","1.10300","A","169","342"
"Oaxaca","San Juan Comaltepec","20189","20","189","18.22","41.22","0.77","15.44","2.27","51.14","32.31","100.00","60.11","1.55300","MA","69","158"
"Oaxaca","San Juan Cotzocón","20190","20","190","19.61","37.30","0.80","3.92","26.36","37.97","10.77","100.00","63.55","0.77600","A","233","502"
"Oaxaca","San Juan Chicomezúchil","20191","20","191","4.28","24.51","3.94","3.03","4.24","35.00","17.27","100.00","43.43","-0.12800","M","468","1277"
"Oaxaca","San Juan Chilateca","20192","20","192","2.65","14.75","0.80","0.20","3.48","19.95","9.44","100.00","46.95","-0.82600","B","541","1913"
"Oaxaca","San Juan del Estado","20193","20","193","6.92","29.13","0.27","1.58","0.31","40.85","13.31","100.00","38.05","-0.17600","M","478","1327"
"Oaxaca","San Juan del Río","20194","20","194","18.98","46.12","0.49","0.57","0.00","17.03","2.26","100.00","88.48","0.26000","A","381","935"
"Oaxaca","San Juan Diuxi","20195","20","195","37.30","62.14","0.56","2.80","26.89","31.69","14.89","100.00","43.21","1.34400","MA","110","236"
"Oaxaca","San Juan Evangelista Analco","20196","20","196","9.74","22.32","0.48","1.70","0.00","21.26","14.11","100.00","64.71","-0.24300","M","489","1388"
"Oaxaca","San Juan Guelavía","20197","20","197","13.61","35.75","5.46","1.40","10.59","41.68","15.01","100.00","51.59","0.43900","A","328","767"
"Oaxaca","San Juan Guichicovi","20198","20","198","33.97","48.55","2.23","3.75","23.87","39.54","5.15","100.00","65.49","1.21600","A","137","287"
"Oaxaca","San Juan Ihualtepec","20199","20","199","27.41","57.08","9.66","2.93","21.38","41.94","8.10","100.00","50.00","1.19500","A","141","297"
"Oaxaca","San Juan Juquila Mixes","20200","20","200","32.13","49.34","0.27","1.58","2.07","37.05","14.26","100.00","64.30","0.97300","A","194","405"
"Oaxaca","San Juan Juquila Vijanos","20201","20","201","14.16","34.88","3.84","0.67","5.07","48.00","28.06","100.00","69.38","0.84600","A","220","467"
"Oaxaca","San Juan Lachao","20202","20","202","19.59","37.78","2.02","3.81","1.18","51.21","16.20","100.00","76.70","0.96000","A","198","414"
"Oaxaca","San Juan Lachigalla","20203","20","203","20.46","37.02","10.43","2.48","7.19","64.35","15.29","100.00","65.99","1.17800","A","150","311"
"Oaxaca","San Juan Lajarcia","20204","20","204","5.74","26.37","1.65","0.66","0.66","31.58","10.71","100.00","94.12","0.09100","A","426","1095"
"Oaxaca","San Juan Lalana","20205","20","205","22.04","51.89","0.99","3.89","20.45","39.93","15.37","100.00","68.75","1.18000","A","148","308"
"Oaxaca","San Juan de los Cués","20206","20","206","13.18","30.07","1.76","2.05","1.68","41.05","19.60","100.00","61.47","0.38600","A","346","815"
"Oaxaca","San Juan Mazatlán","20207","20","207","22.47","45.33","1.13","2.72","16.82","45.85","17.54","100.00","69.03","1.13600","A","164","333"
"Oaxaca","San Juan Mixtepec -Dto. 08 -","20208","20","208","35.42","51.90","6.29","3.47","7.45","33.14","18.75","100.00","40.00","1.09400","A","174","350"
"Oaxaca","San Juan Mixtepec -Dto. 26 -","20209","20","209","36.22","52.01","1.37","0.91","0.00","42.42","23.59","100.00","70.13","1.39700","MA","101","219"
"Oaxaca","San Juan Ñumí","20210","20","210","21.20","36.32","0.73","2.04","1.81","37.97","20.75","100.00","64.85","0.67000","A","268","592"
"Oaxaca","San Juan Ozolotepec","20211","20","211","26.54","47.27","2.14","4.50","3.60","58.91","38.55","100.00","50.63","1.62400","MA","59","140"
"Oaxaca","San Juan Petlapa","20212","20","212","30.95","53.91","0.31","1.16","8.19","45.39","40.06","100.00","51.01","1.56400","MA","66","153"
"Oaxaca","San Juan Quiahije","20213","20","213","29.13","48.84","0.49","1.99","1.24","40.63","9.87","100.00","72.80","0.95700","A","199","417"
"Oaxaca","San Juan Quiotepec","20214","20","214","26.21","46.45","0.76","5.27","4.35","44.38","12.38","100.00","89.17","1.27000","MA","126","263"
"Oaxaca","San Juan Sayultepec","20215","20","215","4.96","16.92","0.25","0.25","3.93","36.61","12.31","100.00","52.86","-0.37300","M","509","1513"
"Oaxaca","San Juan Tabaá","20216","20","216","12.36","33.04","0.63","0.23","1.09","34.40","29.66","100.00","46.06","0.27100","A","378","926"
"Oaxaca","San Juan Tamazola","20217","20","217","14.17","34.74","2.23","14.23","69.98","50.87","24.63","100.00","65.34","1.94900","MA","32","88"
"Oaxaca","San Juan Teita","20218","20","218","25.71","42.42","0.75","1.13","1.52","47.68","18.64","100.00","58.44","0.88300","A","213","448"
"Oaxaca","San Juan Teitipac","20219","20","219","23.34","47.91","8.22","1.11","7.75","33.47","18.98","100.00","58.00","0.87500","A","214","450"
"Oaxaca","San Juan Tepeuxila","20220","20","220","7.62","41.75","1.86","2.35","4.93","39.28","8.91","100.00","82.33","0.46600","A","323","751"
"Oaxaca","San Juan Teposcolula","20221","20","221","8.73","29.43","3.92","0.81","13.52","33.42","10.75","100.00","72.40","0.20400","A","399","989"
"Oaxaca","San Juan Yaeé","20222","20","222","9.71","32.52","0.81","0.81","1.15","42.24","16.54","100.00","41.25","0.04600","M","438","1133"
"Oaxaca","San Juan Yatzona","20223","20","223","6.19","33.53","0.00","0.00","0.21","37.69","0.85","100.00","15.38","-0.68800","B","534","1788"
"Oaxaca","San Juan Yucuita","20224","20","224","2.22","23.06","0.18","0.00","21.34","31.95","4.41","100.00","55.17","-0.36000","M","507","1503"
"Oaxaca","San Lorenzo","20225","20","225","25.82","40.72","7.93","8.69","25.54","49.10","14.52","100.00","60.50","1.45300","MA","90","196"
"Oaxaca","San Lorenzo Albarradas","20226","20","226","11.43","41.30","1.40","3.23","3.38","41.73","3.49","100.00","73.04","0.40100","A","343","801"
"Oaxaca","San Lorenzo Cacaotepec","20227","20","227","2.58","11.21","0.57","1.53","5.94","26.18","3.33","46.36","36.44","-1.15100","MB","562","2168"
"Oaxaca","San Lorenzo Cuaunecuiltitla","20228","20","228","25.88","54.93","0.00","1.61","4.83","63.68","9.05","100.00","79.55","1.39800","MA","100","218"
"Oaxaca","San Lorenzo Texmelúcan","20229","20","229","31.83","47.83","0.94","4.37","7.96","67.65","26.46","100.00","82.42","1.98800","MA","30","85"
"Oaxaca","San Lorenzo Victoria","20230","20","230","18.49","37.04","1.71","1.38","0.21","29.85","3.76","100.00","73.45","0.22600","A","392","970"
"Oaxaca","San Lucas Camotlán","20231","20","231","34.01","45.53","1.89","10.13","3.95","60.94","21.33","100.00","35.46","1.52900","MA","75","168"
"Oaxaca","San Lucas Ojitlán","20232","20","232","17.18","34.40","2.34","4.69","27.13","56.92","24.26","70.77","72.74","1.24900","MA","134","280"
"Oaxaca","San Lucas Quiaviní","20233","20","233","30.75","53.55","4.72","1.15","0.00","44.37","18.43","100.00","77.84","1.35600","MA","108","231"
"Oaxaca","San Lucas Zoquiápam","20234","20","234","32.61","50.68","0.83","3.95","10.97","57.31","32.63","100.00","79.26","1.99900","MA","28","81"
"Oaxaca","San Luis Amatlán","20235","20","235","24.92","45.17","4.10","6.65","17.23","45.70","7.30","100.00","57.90","1.07400","A","177","356"
"Oaxaca","San Marcial Ozolotepec","20236","20","236","28.02","51.49","1.22","18.30","9.63","54.64","22.77","100.00","60.13","2.00900","MA","27","79"
"Oaxaca","San Marcos Arteaga","20237","20","237","15.50","34.45","0.70","0.49","0.42","29.78","4.57","100.00","58.45","-0.06100","M","455","1216"
"Oaxaca","San Martín de los Cansecos","20238","20","238","10.71","29.35","6.63","0.83","4.85","43.12","9.56","100.00","49.35","0.09600","A","422","1084"
"Oaxaca","San Martín Huamelúlpam","20239","20","239","6.37","25.00","0.89","2.77","20.79","27.39","23.07","100.00","69.91","0.30400","A","371","893"
"Oaxaca","San Martín Itunyoso","20240","20","240","35.65","48.66","1.22","3.92","43.36","49.22","41.50","100.00","70.45","2.34800","MA","13","41"
"Oaxaca","San Martín Lachilá","20241","20","241","20.91","36.65","0.28","1.20","2.30","28.84","21.26","100.00","67.27","0.53100","A","301","686"
"Oaxaca","San Martín Peras","20242","20","242","48.43","68.88","18.19","3.68","2.66","56.59","28.89","100.00","77.78","2.71100","MA","8","22"
"Oaxaca","San Martín Tilcajete","20243","20","243","5.57","22.37","1.48","0.99","11.31","33.04","14.55","100.00","48.17","-0.20300","M","481","1348"
"Oaxaca","San Martín Toxpalan","20244","20","244","12.42","29.74","5.65","1.61","2.17","47.20","11.53","100.00","80.31","0.52700","A","302","689"
"Oaxaca","San Martín Zacatepec","20245","20","245","19.42","37.85","4.66","0.55","53.36","42.60","4.51","100.00","73.72","1.04700","A","183","371"
"Oaxaca","San Mateo Cajonos","20246","20","246","20.04","42.21","5.36","0.32","9.09","43.62","21.75","100.00","88.98","1.15700","A","156","322"
"Oaxaca","Capulálpam de Méndez","20247","20","247","1.52","8.69","0.13","0.06","0.97","27.95","6.59","100.00","40.77","-0.98600","B","554","2036"
"Oaxaca","San Mateo del Mar","20248","20","248","20.75","36.50","30.65","15.53","52.13","55.97","68.49","59.76","68.71","3.17400","MA","2","12"
"Oaxaca","San Mateo Yoloxochitlán","20249","20","249","20.84","38.34","0.58","2.52","11.90","58.84","7.73","100.00","73.21","0.96500","A","196","411"
"Oaxaca","San Mateo Etlatongo","20250","20","250","6.51","20.60","1.17","0.45","4.43","41.32","17.34","100.00","78.38","0.16200","A","405","1019"
"Oaxaca","San Mateo Nejápam","20251","20","251","27.42","53.85","0.52","0.52","4.37","51.88","10.40","100.00","90.00","1.32600","MA","114","243"
"Oaxaca","San Mateo Peñasco","20252","20","252","29.79","46.24","1.55","3.89","4.52","42.93","21.50","100.00","84.03","1.41500","MA","99","210"
"Oaxaca","San Mateo Piñas","20253","20","253","21.38","48.59","0.29","13.00","29.56","37.03","25.34","100.00","42.93","1.42900","MA","96","205"
"Oaxaca","San Mateo Río Hondo","20254","20","254","14.33","38.15","0.29","9.96","4.34","49.75","12.87","100.00","61.35","0.84600","A","221","468"
"Oaxaca","San Mateo Sindihui","20255","20","255","27.42","45.16","2.87","1.64","7.38","55.97","12.01","100.00","77.25","1.25900","MA","128","271"
"Oaxaca","San Mateo Tlapiltepec","20256","20","256","9.62","32.91","9.38","0.00","0.00","35.48","2.68","100.00","80.43","0.13800","A","415","1048"
"Oaxaca","San Melchor Betaza","20257","20","257","24.73","50.46","5.27","0.10","0.10","38.21","17.44","100.00","69.44","0.94300","A","200","422"
"Oaxaca","San Miguel Achiutla","20258","20","258","9.78","31.55","1.54","4.07","3.23","28.94","8.01","100.00","75.76","0.15200","A","407","1028"
"Oaxaca","San Miguel Ahuehuetitlán","20259","20","259","40.12","63.15","6.36","1.48","3.01","46.83","17.03","100.00","72.69","1.75900","MA","39","107"
"Oaxaca","San Miguel Aloápam","20260","20","260","17.74","44.35","1.43","0.37","1.11","39.79","25.44","100.00","52.77","0.66400","A","271","599"
"Oaxaca","San Miguel Amatitlán","20261","20","261","22.52","41.11","11.55","2.22","13.33","53.90","5.60","100.00","82.09","1.17600","A","151","312"
"Oaxaca","San Miguel Amatlán","20262","20","262","5.16","27.47","0.81","0.50","0.10","32.63","8.56","100.00","66.06","-0.22400","M","485","1371"
"Oaxaca","San Miguel Coatlán","20263","20","263","23.96","44.93","1.30","13.12","15.73","59.70","14.29","100.00","51.99","1.51900","MA","79","176"
"Oaxaca","San Miguel Chicahua","20264","20","264","20.04","37.45","2.00","6.82","28.04","46.79","24.94","100.00","51.13","1.21500","A","138","288"
"Oaxaca","San Miguel Chimalapa","20265","20","265","22.79","44.22","7.72","6.78","24.44","42.70","8.90","100.00","57.32","1.12100","A","166","337"
"Oaxaca","San Miguel del Puerto","20266","20","266","17.90","42.14","1.66","9.19","6.14","45.20","10.72","100.00","47.21","0.75700","A","242","520"
"Oaxaca","San Miguel del Río","20267","20","267","2.20","30.77","0.41","2.46","0.00","29.11","13.11","100.00","53.06","-0.26400","M","493","1406"
"Oaxaca","San Miguel Ejutla","20268","20","268","11.08","28.40","1.87","2.86","7.10","45.23","18.15","100.00","58.15","0.40300","A","342","800"
"Oaxaca","San Miguel el Grande","20269","20","269","13.77","23.38","2.63","3.63","4.43","26.19","20.95","100.00","57.38","0.15000","A","408","1031"
"Oaxaca","San Miguel Huautla","20270","20","270","21.58","38.29","3.56","10.79","47.90","46.82","17.37","100.00","62.07","1.60400","MA","63","145"
"Oaxaca","San Miguel Mixtepec","20271","20","271","29.99","48.58","1.52","2.47","1.75","59.00","27.29","100.00","71.18","1.60600","MA","61","143"
"Oaxaca","San Miguel Panixtlahuaca","20272","20","272","26.74","46.52","0.23","3.99","1.00","40.65","16.76","3.75","61.95","0.57700","A","291","658"
"Oaxaca","San Miguel Peras","20273","20","273","14.78","33.45","3.72","9.71","12.35","65.17","36.54","100.00","63.08","1.60600","MA","62","144"
"Oaxaca","San Miguel Piedras","20274","20","274","9.94","28.75","0.55","4.50","44.77","54.07","22.27","100.00","83.78","1.28500","MA","120","255"
"Oaxaca","San Miguel Quetzaltepec","20275","20","275","33.33","53.40","0.86","3.12","10.33","39.08","13.87","100.00","49.62","1.10200","A","171","344"
"Oaxaca","San Miguel Santa Flor","20276","20","276","48.65","65.90","1.57","0.85","2.99","48.50","16.95","100.00","9.55","1.32600","MA","113","242"
"Oaxaca","Villa Sola de Vega","20277","20","277","17.78","38.14","2.70","8.83","14.78","52.19","28.44","100.00","73.30","1.47900","MA","85","185"
"Oaxaca","San Miguel Soyaltepec","20278","20","278","20.30","37.47","4.46","2.71","37.48","48.39","16.80","82.04","69.40","1.17900","A","149","310"
"Oaxaca","San Miguel Suchixtepec","20279","20","279","19.55","37.47","1.69","5.75","5.89","47.84","10.64","100.00","52.05","0.67500","A","267","587"
"Oaxaca","Villa Talea de Castro","20280","20","280","5.87","29.00","1.36","0.09","1.36","31.92","16.99","100.00","72.41","0.03600","M","440","1138"
"Oaxaca","San Miguel Tecomatlán","20281","20","281","5.02","33.64","1.50","0.00","0.00","22.34","12.41","100.00","84.88","-0.03600","M","453","1193"
"Oaxaca","San Miguel Tenango","20282","20","282","11.90","30.33","10.36","6.18","13.19","39.23","11.77","100.00","79.02","0.74600","A","243","526"
"Oaxaca","San Miguel Tequixtepec","20283","20","283","5.10","28.82","0.81","0.80","2.61","51.27","5.23","100.00","74.42","0.13400","A","416","1052"
"Oaxaca","San Miguel Tilquiápam","20284","20","284","34.46","62.06","14.87","2.32","8.45","59.89","19.85","100.00","85.15","2.18900","MA","18","55"
"Oaxaca","San Miguel Tlacamama","20285","20","285","14.73","30.35","8.53","3.09","22.94","48.22","12.62","100.00","56.46","0.71200","A","254","559"
"Oaxaca","San Miguel Tlacotepec","20286","20","286","23.63","46.72","3.48","2.44","3.80","35.47","16.40","100.00","58.54","0.78900","A","232","494"
"Oaxaca","San Miguel Tulancingo","20287","20","287","15.52","38.46","1.69","0.68","4.73","29.70","6.42","100.00","79.52","0.30900","A","369","886"
"Oaxaca","San Miguel Yotao","20288","20","288","9.87","32.98","5.06","2.19","14.00","56.52","12.98","100.00","84.47","0.87000","A","216","453"
"Oaxaca","San Nicolás","20289","20","289","21.48","46.25","0.97","0.62","7.52","36.36","9.99","100.00","48.54","0.46400","A","324","754"
"Oaxaca","San Nicolás Hidalgo","20290","20","290","15.49","36.24","4.10","0.00","8.10","34.05","0.92","100.00","75.16","0.23500","A","388","958"
"Oaxaca","San Pablo Coatlán","20291","20","291","9.79","36.85","0.83","1.89","13.68","48.19","10.37","100.00","67.18","0.51500","A","306","699"
"Oaxaca","San Pablo Cuatro Venados","20292","20","292","12.36","25.96","1.49","14.82","20.64","54.61","13.30","100.00","66.23","1.09700","A","172","347"
"Oaxaca","San Pablo Etla","20293","20","293","1.49","7.50","0.34","0.65","6.19","19.46","2.83","50.06","27.29","-1.45500","MB","565","2317"
"Oaxaca","San Pablo Huitzo","20294","20","294","3.65","15.93","0.47","1.88","14.45","25.57","5.89","12.50","42.77","-0.98000","B","553","2032"
"Oaxaca","San Pablo Huixtepec","20295","20","295","7.60","24.33","1.00","1.88","4.13","29.58","14.79","2.65","46.56","-0.62400","B","526","1723"
"Oaxaca","San Pablo Macuiltianguis","20296","20","296","13.83","39.97","1.46","0.23","0.45","32.47","17.42","100.00","80.00","0.48700","A","317","728"
"Oaxaca","San Pablo Tijaltepec","20297","20","297","20.01","32.20","2.12","6.48","8.35","59.70","20.21","100.00","84.39","1.33300","MA","112","241"
"Oaxaca","San Pablo Villa de Mitla","20298","20","298","8.58","26.76","1.04","1.10","28.06","41.41","11.07","30.93","66.27","0.07600","M","427","1105"
"Oaxaca","San Pablo Yaganiza","20299","20","299","12.78","28.15","0.00","0.19","0.00","47.55","7.06","100.00","86.94","0.33900","A","360","855"
"Oaxaca","San Pedro Amuzgos","20300","20","300","19.73","36.37","1.28","2.96","13.46","43.04","8.24","100.00","72.71","0.71500","A","253","556"
"Oaxaca","San Pedro Apóstol","20301","20","301","12.71","34.88","1.06","0.66","5.79","29.33","30.15","100.00","48.63","0.33900","A","358","853"
"Oaxaca","San Pedro Atoyac","20302","20","302","22.88","39.50","12.10","4.51","15.99","52.20","12.12","100.00","75.46","1.31400","MA","118","250"
"Oaxaca","San Pedro Cajonos","20303","20","303","10.05","30.79","0.83","0.09","0.37","38.35","19.60","100.00","80.11","0.36600","A","354","832"
"Oaxaca","San Pedro Coxcaltepec Cántaros","20304","20","304","14.53","38.03","3.13","1.50","44.49","42.80","40.27","100.00","84.30","1.64700","MA","56","136"
"Oaxaca","San Pedro Comitancillo","20305","20","305","8.09","18.09","1.68","0.47","1.44","22.46","1.45","100.00","37.65","-0.85000","B","544","1939"
"Oaxaca","San Pedro el Alto","20306","20","306","29.20","52.54","0.96","5.82","20.98","57.91","15.66","100.00","48.63","1.51600","MA","81","178"
"Oaxaca","San Pedro Huamelula","20307","20","307","14.15","29.59","4.26","3.49","15.98","38.54","7.12","100.00","57.11","0.32100","A","363","869"
"Oaxaca","San Pedro Huilotepec","20308","20","308","12.49","27.17","4.17","1.78","2.13","52.11","31.49","100.00","44.80","0.58600","A","289","649"
"Oaxaca","San Pedro Ixcatlán","20309","20","309","25.35","44.37","2.77","4.41","37.15","54.61","31.35","100.00","80.48","1.99600","MA","29","82"
"Oaxaca","San Pedro Ixtlahuaca","20310","20","310","8.52","22.48","1.72","11.75","34.22","45.24","17.61","100.00","42.75","0.70000","A","260","568"
"Oaxaca","San Pedro Jaltepetongo","20311","20","311","27.16","46.87","1.11","2.20","1.83","37.42","36.15","100.00","62.04","1.25300","MA","133","278"
"Oaxaca","San Pedro Jicayán","20312","20","312","21.03","34.69","6.82","4.64","57.29","48.93","20.09","100.00","53.59","1.45400","MA","89","195"
"Oaxaca","San Pedro Jocotipac","20313","20","313","23.25","44.27","3.21","2.19","4.11","34.47","18.23","100.00","75.43","0.91300","A","207","438"
"Oaxaca","San Pedro Juchatengo","20314","20","314","10.04","30.60","1.48","1.74","1.03","37.97","6.01","100.00","63.12","0.00900","M","443","1156"
"Oaxaca","San Pedro Mártir","20315","20","315","15.62","39.78","4.32","1.01","87.49","47.47","47.04","100.00","54.24","2.06700","MA","23","70"
"Oaxaca","San Pedro Mártir Quiechapa","20316","20","316","6.10","35.76","0.87","2.18","0.87","47.74","22.56","100.00","37.14","0.22300","A","393","972"
"Oaxaca","San Pedro Mártir Yucuxaco","20317","20","317","8.52","25.98","1.53","5.17","18.72","33.17","13.88","100.00","75.00","0.40500","A","341","796"
"Oaxaca","San Pedro Mixtepec -Dto. 22 -","20318","20","318","8.38","23.57","2.49","3.33","4.36","40.07","5.59","26.91","36.85","-0.55700","B","519","1662"
"Oaxaca","San Pedro Mixtepec -Dto. 26 -","20319","20","319","21.81","35.27","1.21","1.77","0.28","49.03","22.72","100.00","60.50","0.81100","A","228","483"
"Oaxaca","San Pedro Molinos","20320","20","320","20.33","36.20","1.80","2.69","4.04","28.05","19.52","100.00","70.90","0.59500","A","288","645"
"Oaxaca","San Pedro Nopala","20321","20","321","17.99","38.75","3.19","1.11","4.58","37.86","14.72","100.00","81.45","0.70800","A","257","562"
"Oaxaca","San Pedro Ocopetatillo","20322","20","322","34.14","60.52","0.13","1.14","0.76","50.22","13.12","100.00","80.08","1.50200","MA","83","181"
"Oaxaca","San Pedro Ocotepec","20323","20","323","18.04","41.84","0.05","8.80","0.86","47.19","8.89","100.00","46.51","0.65100","A","275","610"
"Oaxaca","San Pedro Pochutla","20324","20","324","15.08","30.00","1.93","4.84","14.50","46.91","16.81","68.80","47.75","0.45000","A","326","760"
"Oaxaca","San Pedro Quiatoni","20325","20","325","23.57","41.94","1.10","2.56","5.86","52.01","16.52","100.00","78.12","1.14400","A","161","329"
"Oaxaca","San Pedro Sochiápam","20326","20","326","27.49","48.05","0.88","3.33","27.05","51.35","9.61","100.00","82.23","1.48400","MA","84","184"
"Oaxaca","San Pedro Tapanatepec","20327","20","327","15.71","38.35","3.61","2.40","8.29","38.35","6.72","46.82","63.20","0.20800","A","397","984"
